Word,Unit,Qty,Srv,Ing
sugar,O,O,O,O
flour,O,O,O,O
and,O,O,O,O
salt,O,O,O,O
.,O,O,O,O
allow,O,O,O,O
to,O,O,O,O
stand,O,O,O,O
five,O,O,O,O
minutes,O,O,O,O
.,O,O,O,O
add,O,O,O,O
the,O,O,O,O
water,O,O,O,O
.,O,O,O,O
pour,O,O,O,O
the,O,O,O,O
mixture,O,O,O,O
into,O,O,O,O
a,O,O,O,O
deep,O,O,O,O
baking,O,O,O,O
dish,O,O,O,O
.,O,O,O,O
mix,O,O,O,O
the,O,O,O,O
flour,O,O,O,O
baking,O,O,O,O
powder,O,O,O,O
salt,O,O,O,O
and,O,O,O,O
sugar,O,O,O,O
.,O,O,O,O
cut,O,O,O,O
in,O,O,O,O
the,O,O,O,O
short,O,O,O,O
##ening,O,O,O,O
with,O,O,O,O
a,O,O,O,O
knife,O,O,O,O
.,O,O,O,O
add,O,O,O,O
the,O,O,O,O
milk,O,O,O,O
mixing,O,O,O,O
until,O,O,O,O
a,O,O,O,O
soft,O,O,O,O
dough,O,O,O,O
is,O,O,O,O
formed,O,O,O,O
.,O,O,O,O
shape,O,O,O,O
it,O,O,O,O
with,O,O,O,O
the,O,O,O,O
hands,O,O,O,O
to,O,O,O,O
fit,O,O,O,O
over,O,O,O,O
the,O,O,O,O
cher,O,O,O,O
##ries,O,O,O,O
and,O,O,O,O
make,O,O,O,O
three,O,O,O,O
slits,O,O,O,O
in,O,O,O,O
the,O,O,O,O
dough,O,O,O,O
to,O,O,O,O
permit,O,O,O,O
the,O,O,O,O
steam,O,O,O,O
to,O,O,O,O
escape,O,O,O,O
.,O,O,O,O
place,O,O,O,O
in,O,O,O,O
a,O,O,O,O
moderate,O,O,O,O
oven,O,O,O,O
and,O,O,O,O
ba,O,O,O,O
##ke,O,O,O,O
for,O,O,O,O
thirty,O,O,O,O
minutes,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
with,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
six,O,O,O,O
por,O,O,O,O
-,O,O,O,O
ti,O,O,O,O
##ons,O,O,O,O
.,O,O,O,O
ruth,O,O,O,O
foley,O,O,O,O
paris,O,O,O,O
iii,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
cl,O,O,O,O
##ege,O,O,O,O
w,O,O,O,O
o,O,O,O,O
m,O,O,O,O
a,O,O,O,O
n,O,O,O,O
s,O,O,O,O
c,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
b,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
60,O,O,O,O
cara,O,O,O,O
##mel,O,O,O,O
cream,O,O,O,O
dessert,O,O,O,O
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
gran,O,O,O,B-Ing
##ulated,O,O,O,I-Ing
sugar,O,O,O,I-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
gel,O,O,O,B-Ing
##atin,O,O,O,I-Ing
##e,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
cream,O,O,O,B-Ing
cara,O,O,O,O
##mel,O,O,O,O
##ize,O,O,O,O
sugar,O,O,O,O
adding,O,O,O,O
sufficient,O,O,O,O
boiling,O,O,O,O
water,O,O,O,O
to,O,O,O,O
make,O,O,O,O
one,O,O,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
of,O,O,O,O
liquid,O,O,O,O
.,O,O,O,O
so,O,O,O,O
##ak,O,O,O,O
gel,O,O,O,O
##atin,O,O,O,O
##e,O,O,O,O
in,O,O,O,O
half,O,O,O,O
cup,B-Unit,O,O,O
of,O,O,O,O
cold,O,O,O,O
water,O,O,O,O
and,O,O,O,O
add,O,O,O,O
to,O,O,O,O
hot,O,O,O,O
cara,O,O,O,O
##mel,O,O,O,O
liquid,O,O,O,O
mixing,O,O,O,O
thoroughly,O,O,O,O
.,O,O,O,O
allow,O,O,O,O
mixture,O,O,O,O
to,O,O,O,O
cool,O,O,O,O
and,O,O,O,O
begin,O,O,O,O
to,O,O,O,O
set,O,O,O,O
.,O,O,O,O
when,O,O,O,O
but,O,O,O,O
slightly,O,O,O,O
set,O,O,O,O
add,O,O,O,O
the,O,O,O,O
cream,O,O,O,O
which,O,O,O,O
has,O,O,O,O
been,O,O,O,O
well,O,O,O,O
whipped,O,O,O,O
.,O,O,O,O
pour,O,O,O,O
into,O,O,O,O
she,O,O,O,O
##rb,O,O,O,O
##et,O,O,O,O
glasses,O,O,O,O
and,O,O,O,O
serve,O,O,O,O
very,O,O,O,O
cold,O,O,O,O
.,O,O,O,O
will,O,O,O,O
serve,O,O,O,O
six,O,O,O,O
or,O,O,O,O
eight,O,O,O,O
depending,O,O,O,O
on,O,O,O,O
size,O,O,O,O
of,O,O,O,O
glasses,O,O,O,O
.,O,O,O,O
louise,O,O,O,O
leonard,O,O,O,O
syracuse,O,O,O,O
n,O,O,O,O
.,O,O,O,O
y,O,O,O,O
.,O,O,O,O
syracuse,O,O,O,O
university,O,O,O,O
.,O,O,O,O
ness,O,O,O,O
##el,O,O,O,O
##rod,O,O,O,O
##e,O,O,O,O
pudding,O,O,O,O
(,O,O,O,O
frozen,O,O,O,O
),O,O,O,O
3,O,B-Qty,O,O
cups,B-Unit,O,O,O
cream,O,O,O,B-Ing
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
sugar,O,O,O,B-Ing
5,O,B-Qty,O,O
egg,B-Unit,O,O,B-Ing
yo,I-Unit,O,O,I-Ing
##lk,I-Unit,O,O,I-Ing
##s,I-Unit,O,O,O
pinch,I-Unit,O,O,O
of,O,O,O,O
salt,O,O,O,B-Ing
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
milk,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
pine,O,O,O,B-Ing
##apple,O,O,O,I-Ing
syrup,O,O,O,I-Ing
1,O,B-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
nuts,O,O,O,B-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
candi,O,O,O,B-Ing
##ed,O,O,O,I-Ing
pine,O,O,O,I-Ing
##apple,O,O,O,I-Ing
make,O,O,O,O
a,O,O,O,O
cu,O,O,O,O
##star,O,O,O,O
##d,O,O,O,O
of,O,O,O,O
the,O,O,O,O
milk,O,O,O,O
sugar,O,O,O,O
eggs,O,O,O,O
and,O,O,O,O
salt,O,O,O,O
.,O,O,O,O
strain,O,O,O,O
then,O,O,O,O
cool,O,O,O,O
.,O,O,O,O
add,O,O,O,O
the,O,O,O,O
pine,O,O,O,O
##apple,O,O,O,O
syrup,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
then,O,O,O,O
freeze,O,O,O,O
.,O,O,O,O
when,O,O,O,O
partly,O,O,O,O
frozen,O,O,O,O
add,O,O,O,O
the,O,O,O,O
nuts,O,O,O,O
and,O,O,O,O
fruits,O,O,O,O
cut,O,O,O,O
up,O,O,O,O
.,O,O,O,O
serves,O,O,O,O
twelve,O,O,O,O
.,O,O,O,O
lillian,O,O,O,O
hanson,O,O,O,O
hal,O,O,O,O
##gren,O,O,O,O
men,O,O,O,O
##omi,O,O,O,O
##nee,O,O,O,O
wi,O,O,O,O
##s,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
minnesota,O,O,O,O
.,O,O,O,O
peach,O,O,O,O
she,O,O,O,O
##rb,O,O,O,O
##et,O,O,O,O
1,O,B-Qty,O,O
qu,B-Unit,O,O,O
##art,I-Unit,O,O,O
water,O,O,O,B-Ing
10,O,B-Qty,O,O
peach,B-Unit,O,O,B-Ing
kernel,I-Unit,O,O,I-Ing
##s,I-Unit,O,O,I-Ing
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
sugar,O,O,O,B-Ing
juice,O,O,O,B-Ing
2,O,B-Qty,O,I-Ing
orange,B-Unit,O,O,I-Ing
##s,B-Unit,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
gel,O,O,O,B-Ing
##atin,O,O,O,I-Ing
##e,O,O,O,I-Ing
juice,O,O,O,B-Ing
1,O,B-Qty,O,I-Ing
lemon,B-Unit,O,O,I-Ing
1,O,B-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
peach,O,O,O,B-Ing
pulp,O,O,O,I-Ing
boil,O,O,O,O
water,O,O,O,O
peach,O,O,O,O
kernel,O,O,O,O
##s,O,O,O,O
and,O,O,O,O
sugar,O,O,O,O
ten,O,O,O,O
minutes,O,O,O,O
.,O,O,O,O
add,O,O,O,O
gel,O,O,O,O
##atin,O,O,O,O
##e,O,O,O,O
softened,O,O,O,O
in,O,O,O,O
two,O,O,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
cold,O,O,O,O
water,O,O,O,O
and,O,O,O,O
strain,O,O,O,O
.,O,O,O,O
when,O,O,O,O
cool,O,O,O,O
add,O,O,O,O
the,O,O,O,O
peach,O,O,O,O
pulp,O,O,O,O
(,O,O,O,O
fresh,O,O,O,O
peach,O,O,O,O
##es,O,O,O,O
par,O,O,O,O
##ed,O,O,O,O
stone,O,O,O,O
##d,O,O,O,O
and,O,O,O,O
pulp,O,O,O,O
passed,O,O,O,O
through,O,O,O,O
a,O,O,O,O
rice,O,O,O,O
##r,O,O,O,O
or,O,O,O,O
si,O,O,O,O
##eve,O,O,O,O
),O,O,O,O
the,O,O,O,O
lemon,O,O,O,O
and,O,O,O,O
orange,O,O,O,O
juice,O,O,O,O
.,O,O,O,O
remove,O,O,O,O
peach,O,O,O,O
kernel,O,O,O,O
##s,O,O,O,O
and,O,O,O,O
freeze,O,O,O,O
.,O,O,O,O
marjorie,O,O,O,O
si,O,O,O,O
##bley,O,O,O,O
chicago,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
grape,O,O,O,O
she,O,O,O,O
##rb,O,O,O,O
##et,O,O,O,O
1,O,B-Qty,O,O
qu,B-Unit,O,O,O
##art,I-Unit,O,O,O
water,O,O,O,B-Ing
1,O,B-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
grape,O,O,O,B-Ing
juice,O,O,O,I-Ing
1,O,B-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
sugar,O,O,O,B-Ing
juice,O,O,O,B-Ing
2,O,B-Qty,O,I-Ing
lemon,B-Unit,O,O,I-Ing
##s,I-Unit,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
gel,O,O,O,B-Ing
##atin,O,O,O,I-Ing
##e,O,O,O,I-Ing
make,O,O,O,O
a,O,O,O,O
syrup,O,O,O,O
of,O,O,O,O
the,O,O,O,O
sugar,O,O,O,O
and,O,O,O,O
water,O,O,O,O
add,O,O,O,O
grape,O,O,O,O
and,O,O,O,O
lemon,O,O,O,O
juice,O,O,O,O
.,O,O,O,O
hydra,O,O,O,O
##te,O,O,O,O
gel,O,O,O,O
##atin,O,O,O,O
##e,O,O,O,O
in,O,O,O,O
small,O,O,O,O
amount,O,O,O,O
of,O,O,O,O
cold,O,O,O,O
water,O,O,O,O
add,O,O,O,O
to,O,O,O,O
hot,O,O,O,O
liquid,O,O,O,O
and,O,O,O,O
when,O,O,O,O
dissolved,O,O,O,O
freeze,O,O,O,O
as,O,O,O,O
usual,O,O,O,O
.,O,O,O,O
olga,O,O,O,O
h,O,O,O,O
.,O,O,O,O
six,O,O,O,O
broad,O,O,O,O
##lands,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
fruit,O,O,O,O
cup,B-Unit,O,O,O
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
white,O,O,O,B-Ing
grapes,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
orange,O,O,O,B-Ing
juice,O,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
orange,O,O,O,B-Ing
sections,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
pine,O,O,O,B-Ing
##apple,O,O,O,I-Ing
syrup,O,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
pine,O,O,O,B-Ing
##apple,O,O,O,I-Ing
dice,O,O,O,I-Ing
##d,O,O,O,I-Ing
sugar,O,O,O,B-Ing
salt,O,O,O,B-Ing
remove,O,O,O,O
skins,O,O,O,O
and,O,O,O,O
seeds,O,O,O,O
from,O,O,O,O
white,O,O,O,O
grapes,O,O,O,O
and,O,O,O,O
membrane,O,O,O,O
from,O,O,O,O
orange,O,O,O,O
sections,O,O,O,O
.,O,O,O,O
mix,O,O,O,O
fruit,O,O,O,O
orange,O,O,O,O
juice,O,O,O,O
and,O,O,O,O
pine,O,O,O,O
##apple,O,O,O,O
syrup,O,O,O,O
or,O,O,O,O
fresh,O,O,O,O
pine,O,O,O,O
##apple,O,O,O,O
juice,O,O,O,O
salt,O,O,O,O
and,O,O,O,O
sugar,O,O,O,O
to,O,O,O,O
sweet,O,O,O,O
##en,O,O,O,O
.,O,O,O,O
put,O,O,O,O
in,O,O,O,O
freeze,O,O,O,O
##r,O,O,O,O
pack,O,O,O,O
in,O,O,O,O
ice,O,O,O,O
and,O,O,O,O
salt,O,O,O,O
and,O,O,O,O
stir,O,O,O,O
occasionally,O,O,O,O
until,O,O,O,O
juice,O,O,O,O
begins,O,O,O,O
to,O,O,O,O
freeze,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
in,O,O,O,O
champagne,O,O,O,O
glasses,O,O,O,O
ga,O,O,O,O
##rn,O,O,O,O
##ished,O,O,O,O
with,O,O,O,O
mara,O,O,O,O
##sch,O,O,O,O
##ino,O,O,O,O
cher,O,O,O,O
##ries,O,O,O,O
.,O,O,O,O
makes,O,O,O,O
eight,O,O,O,O
small,O,O,O,O
or,O,O,O,O
six,O,O,O,O
large,O,O,O,O
serving,O,O,O,O
##s,O,O,O,O
.,O,O,O,O
lois,O,O,O,O
bun,O,O,O,O
##nell,O,O,O,O
##e,O,O,O,O
co,O,O,O,O
##rval,O,O,O,O
##lis,O,O,O,O
oregon,O,O,O,O
.,O,O,O,O
oregon,O,O,O,O
agricultural,O,O,O,O
college,O,O,O,O
.,O,O,O,O
c,O,O,O,O
o,O,O,O,O
l,O,O,O,O
l,O,O,O,O
e,O,O,O,O
g,O,O,O,O
e,O,O,O,O
w,O,O,O,O
o,O,O,O,O
m,O,O,O,O
a,O,O,O,O
n,O,O,O,O
s,O,O,O,O
c,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
b,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
62,O,O,O,O
london,O,O,O,O
she,O,O,O,O
##rb,O,O,O,O
##et,O,O,O,O
juice,O,O,O,B-Ing
of,O,O,O,I-Ing
6,O,B-Qty,O,I-Ing
orange,B-Unit,O,O,I-Ing
##s,I-Unit,O,O,I-Ing
1,O,B-Qty,O,O
small,B-Unit,O,O,O
can,I-Unit,O,O,B
gr,O,O,O,B-Ing
##ated,O,O,O,I-Ing
pine,O,O,O,I-Ing
##apple,O,O,O,I-Ing
juice,O,O,O,B-Ing
of,O,O,O,I-Ing
3,O,B-Qty,O,I-Ing
lemon,B-Unit,O,O,I-Ing
##s,I-Unit,O,O,I-Ing
4,O,B-Qty,O,O
cups,B-Unit,O,O,O
sugar,O,O,O,B-Ing
mix,O,O,O,O
all,O,O,O,O
together,O,O,O,O
;,O,O,O,O
let,O,O,O,O
stand,O,O,O,O
a,O,O,O,O
few,O,O,O,O
minutes,O,O,O,O
;,O,O,O,O
put,O,O,O,O
into,O,O,O,O
a,O,O,O,O
gallon,O,O,O,O
freeze,O,O,O,O
##r,O,O,O,O
.,O,O,O,O
add,O,O,O,O
enough,O,O,O,O
whole,O,O,O,O
milk,O,O,O,O
to,O,O,O,O
fill,O,O,O,O
freeze,O,O,O,O
##r,O,O,O,O
three,O,O,O,O
-,O,O,O,O
fourth,O,O,O,O
##s,O,O,O,O
full,O,O,O,O
and,O,O,O,O
freeze,O,O,O,O
.,O,O,O,O
harriet,O,O,O,O
e,O,O,O,O
.,O,O,O,O
smith,O,O,O,O
av,O,O,O,O
##oca,O,O,O,O
iowa,O,O,O,O
.,O,O,O,O
iowa,O,O,O,O
state,O,O,O,O
college,O,O,O,O
.,O,O,O,O
fruit,O,O,O,O
she,O,O,O,O
##rb,O,O,O,O
##et,O,O,O,O
3,O,B-Qty,O,O
orange,B-Unit,O,O,B-Ing
##s,I-Unit,O,O,I-Ing
3,O,B-Qty,O,O
bananas,B-Unit,O,O,B-Ing
3,O,B-Qty,O,O
lemon,B-Unit,O,O,B-Ing
##s,I-Unit,O,O,I-Ing
3,O,B-Qty,O,O
cups,B-Unit,O,O,O
gran,O,O,O,B-Ing
##ulated,O,O,O,I-Ing
sugar,O,O,O,I-Ing
3,O,B-Qty,O,O
cups,B-Unit,O,O,O
water,O,O,O,B-Ing
3,O,B-Qty,O,O
egg,O,O,O,B-Ing
whites,I-Unit,O,O,I-Ing
prepare,O,O,O,O
juice,O,O,O,O
from,O,O,O,O
the,O,O,O,O
orange,O,O,O,O
##s,O,O,O,O
and,O,O,O,O
lemon,O,O,O,O
##s,O,O,O,O
mas,O,O,O,O
##h,O,O,O,O
the,O,O,O,O
bananas,O,O,O,O
put,O,O,O,O
all,O,O,O,O
through,O,O,O,O
a,O,O,O,O
strain,O,O,O,O
##er,O,O,O,O
;,O,O,O,O
add,O,O,O,O
water,O,O,O,O
and,O,O,O,O
sugar,O,O,O,O
;,O,O,O,O
stir,O,O,O,O
until,O,O,O,O
dissolved,O,O,O,O
.,O,O,O,O
put,O,O,O,O
into,O,O,O,O
a,O,O,O,O
freeze,O,O,O,O
##r,O,O,O,O
and,O,O,O,O
freeze,O,O,O,O
to,O,O,O,O
the,O,O,O,O
consistency,O,O,O,O
of,O,O,O,O
mu,O,O,O,O
##sh,O,O,O,O
then,O,O,O,O
open,O,O,O,O
the,O,O,O,O
top,O,O,O,O
and,O,O,O,O
quickly,O,O,O,O
stir,O,O,O,O
in,O,O,O,O
the,O,O,O,O
stiffly,O,O,O,O
beaten,O,O,O,O
egg,O,O,O,O
whites,O,O,O,O
.,O,O,O,O
rep,O,O,O,O
##ack,O,O,O,O
and,O,O,O,O
finish,O,O,O,O
freezing,O,O,O,O
.,O,O,O,O
makes,O,O,O,O
two,O,O,O,O
qu,O,O,O,O
##arts,O,O,O,O
.,O,O,O,O
ruth,O,O,O,O
hi,O,O,O,O
##cko,O,O,O,O
##x,O,O,O,O
barber,O,O,O,O
##ton,O,O,O,O
ohio,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
akron,O,O,O,O
.,O,O,O,O
frozen,O,O,O,O
apr,O,O,O,O
##ico,O,O,O,O
##ts,O,O,O,O
1,O,B-Qty,O,O
qu,B-Unit,O,O,O
##art,I-Unit,O,O,O
canned,O,O,O,B-Ing
apr,O,O,O,I-Ing
##ico,O,O,O,I-Ing
##ts,O,O,O,I-Ing
1,O,B-Qty,O,O
qu,B-Unit,O,O,O
##art,I-Unit,O,O,O
water,O,O,O,B-Ing
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
sugar,O,O,O,B-Ing
juice,O,O,O,B-Ing
from,O,O,O,I-Ing
apr,O,O,O,I-Ing
##ico,O,O,O,I-Ing
##ts,B-Unit,O,O,I-Ing
.,O,O,O,O
remove,O,O,O,O
skins,O,O,O,O
from,O,O,O,O
apr,O,O,O,O
##ico,O,O,O,O
##ts,O,O,O,O
and,O,O,O,O
cut,O,O,O,O
pulp,O,O,O,O
in,O,O,O,O
quarters,O,O,O,O
or,O,O,O,O
eighth,O,O,O,O
##s,O,O,O,O
;,O,O,O,O
add,O,O,O,O
the,O,O,O,O
juice,O,O,O,O
water,O,O,O,O
and,O,O,O,O
sugar,O,O,O,O
which,O,O,O,O
has,O,O,O,O
been,O,O,O,O
made,O,O,O,O
into,O,O,O,O
a,O,O,O,O
syrup,O,O,O,O
.,O,O,O,O
cool,O,O,O,O
and,O,O,O,O
add,O,O,O,O
apr,O,O,O,O
##ico,O,O,O,O
##ts,O,O,O,O
.,O,O,O,O
freeze,O,O,O,O
.,O,O,O,O
allow,O,O,O,O
mixture,O,O,O,O
to,O,O,O,O
stand,O,O,O,O
an,O,O,O,O
hour,O,O,O,O
before,O,O,O,O
serving,O,O,O,O
.,O,O,O,O
len,O,O,O,O
##ore,O,O,O,O
stafford,O,O,O,O
genes,O,O,O,O
##eo,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
apr,O,O,O,O
##ico,O,O,O,O
##t,B-Unit,O,O,O
fra,O,O,O,O
##ppe,O,O,O,O
1,O,B-Qty,O,O
can,B-Unit,O,O,O
apr,O,O,O,B-Ing
##ico,O,O,O,I-Ing
##ts,O,O,O,I-Ing
1,O,B-Qty,O,O
qu,B-Unit,O,O,O
##art,I-Unit,O,O,O
water,O,O,O,B-Ing
1,O,B-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
pin,B-Unit,O,O,O
##t,I-Unit,O,O,O
whipped,O,O,O,B-Ing
cream,O,O,O,I-Ing
mas,O,O,O,O
##h,O,O,O,O
the,O,O,O,O
apr,O,O,O,O
##ico,O,O,O,O
##ts,O,O,O,O
and,O,O,O,O
press,O,O,O,O
them,O,O,O,O
through,O,O,O,O
a,O,O,O,O
si,O,O,O,O
##eve,O,O,O,O
then,O,O,O,O
add,O,O,O,O
sugar,O,O,O,O
and,O,O,O,O
water,O,O,O,O
.,O,O,O,O
put,O,O,O,O
in,O,O,O,O
freeze,O,O,O,O
##r,O,O,O,O
and,O,O,O,O
turn,O,O,O,O
until,O,O,O,O
nearly,O,O,O,O
frozen,O,O,O,O
.,O,O,O,O
fold,O,O,O,O
in,O,O,O,O
cream,O,O,O,O
freeze,O,O,O,O
and,O,O,O,O
pack,O,O,O,O
.,O,O,O,O
